종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"005945","NH투자증권우","KOSPI",,"11650","-200","-1.69","11800","11800","11550","92271","1077091650","219846777200","18870968"
"338100","NH프라임리츠","KOSPI",,"4780","0","0.00","4775","4785","4760","10182","48598280","89194800000","18660000"
"034310","NICE","KOSPI",,"16000","-150","-0.93","16200","16200","15950","48441","775947250","606116800000","37882300"
"030190","NICE평가정보","KOSDAQ","우량기업부","18000","-200","-1.10","18200","18300","17650","74986","1351407400","1092866760000","60714820"
"008260","NI스틸","KOSPI",,"3375","0","0.00","3375","3440","3360","42041","142692075","96525394875","28600117"
"004250","NPC","KOSPI",,"10500","300","2.94","10100","10500","9840","2889099","29463279400","385560000000","36720000"
"004255","NPC우","KOSPI",,"4315","85","2.01","4200","4315","4160","16762","71179660","22783200000","5280000"
"010060","OCI","KOSPI",,"104000","-1000","-0.95","105000","105500","103500","103361","10770019000","2480334584000","23849371"
"078590","OQP","KOSDAQ","관리종목(소속부없음)","2380","0","0.00","0","0","0","0","0","197556560040","83006958"
"178920","PI첨단소재","KOSPI",,"55100","1900","3.57","53500","55200","52900","275800","15051254300","1618084342200","29366322"
"024940","PN풍년","KOSDAQ","벤처기업부","4905","180","3.81","4725","4920","4670","115293","555032545","49050000000","10000000"
"005490","POSCO","KOSPI",,"274500","-4500","-1.61","278000","280000","274500","219848","60627320500","23932786207500","87186835"
"218410","RFHIC","KOSDAQ","우량기업부","35650","950","2.74","35050","35900","34550","251374","8915392650","950585753050","26664397"
"327260","RF머트리얼즈","KOSDAQ","벤처기업부","14700","350","2.44","14400","14700","14100","34881","505288500","59150580300","4023849"
"091340","S&K폴리텍","KOSDAQ","중견기업부","5780","-50","-0.86","5820","5820","5700","27704","159643750","67647507380","11703721"
"010950","S-Oil","KOSPI",,"85700","-2100","-2.39","87100","87800","85500","259452","22355367200","9648345274400","112582792"
"010955","S-Oil우","KOSPI",,"54800","-1300","-2.32","56100","56100","54800","9642","531827100","220401599600","4021927"
"019550","SBI인베스트먼트","KOSDAQ","벤처기업부","1660","20","1.22","1630","1665","1615","940398","1544187395","269030514500","162066575"
"950110","SBI핀테크솔루션즈","KOSDAQ","외국기업(소속부없음)","6880","110","1.62","6880","6880","6770","9993","68348970","165481475200","24052540"
"034120","SBS","KOSPI",,"49350","1650","3.46","47850","49500","47250","173549","8496771950","900764921700","18252582"
"101060","SBS미디어홀딩스","KOSPI",,"1930","0","0.00","0","0","0","0","0","269999646700","139896190"
"046140","SBS콘텐츠허브","KOSDAQ","우량기업부","8350","120","1.46","8250","8380","8210","47129","392735740","179220684250","21463555"
"036120","SCI평가정보","KOSDAQ","중견기업부","3335","-5","-0.15","3340","3365","3315","16148","53811655","118392500000","35500000"
"099220","SDN","KOSDAQ","우량기업부","1915","-10","-0.52","1940","1940","1905","120129","230757165","101819473770","53169438"
"036540","SFA반도체","KOSDAQ","우량기업부","7690","10","0.13","7670","7770","7570","1565290","11998622810","1264699730070","164460303"
"255220","SG","KOSDAQ","중견기업부","2075","-25","-1.19","2100","2185","2050","1219421","2553100645","85781054025","41340267"
"040610","SG&G","KOSDAQ","중견기업부","2385","15","0.63","2405","2410","2360","162079","386525320","81297962460","34087196"
"049470","SGA","KOSDAQ","중견기업부","1035","10","0.98","1030","1050","1025","178980","185094450","54712427715","52862249"
"184230","SGA솔루션즈","KOSDAQ","벤처기업부","1220","5","0.41","1215","1245","1210","241639","297439925","56334483320","46175806"
"005090","SGC에너지","KOSPI",,"47300","150","0.32","47450","47700","46800","58068","2743568300","694222289200","14677004"
"016250","SGC이테크건설","KOSDAQ","우량기업부","62000","-200","-0.32","61400","62600","61400","5565","344436000","125503314000","2024247"
"001380","SG글로벌","KOSPI",,"1830","0","0.00","1840","1870","1820","71880","132686055","82284381690","44964143"
"004060","SG세계물산","KOSPI",,"684","14","2.09","675","736","666","4844060","3359576076","138458672640","202424960"
"001770","SHD","KOSPI",,"29950","300","1.01","29650","30000","29150","3661","108078350","36385596100","1214878"
"002360","SH에너지화학","KOSPI",,"973","5","0.52","971","983","968","885846","861925133","108133119290","111133730"
"009160","SIMPAC","KOSPI",,"6410","-100","-1.54","6520","6550","6400","81870","527891780","419403197560","65429516"
"123700","SJM","KOSPI",,"4900","125","2.62","4770","4900","4750","47982","230176575","76464000200","15604898"
"025530","SJM홀딩스","KOSPI",,"3735","-5","-0.13","3740","3740","3675","7439","27558490","55778519880","14934008"
"034730","SK","KOSPI",,"251000","-4000","-1.57","254000","254000","248500","187005","46946591000","18611481579000","74149329"
"337450","SK5호스팩","KOSDAQ","SPAC(소속부없음)","2065","0","0.00","2060","2070","2060","24290","50137045","8900150000","4310000"
"340350","SK6호스팩","KOSDAQ","SPAC(소속부없음)","2090","10","0.48","2085","2090","2070","25361","52808700","11933900000","5710000"
"011790","SKC","KOSPI",,"174500","1500","0.87","173000","175500","170500","147928","25644564500","6608018001000","37868298"
"018670","SK가스","KOSPI",,"127500","-1500","-1.16","129500","130500","127000","9970","1274002500","1176856110000","9230244"
"001740","SK네트웍스","KOSPI",,"5020","-10","-0.20","5020","5040","5000","315212","1581875200","1245901987940","248187647"
"001745","SK네트웍스우","KOSPI",,"83200","-1400","-1.65","84400","84400","83000","256","21426500","9455513600","113648"
"006120","SK디스커버리","KOSPI",,"46400","-450","-0.96","46500","46900","46000","63208","2936300900","883356472000","19037855"
"006125","SK디스커버리우","KOSPI",,"36300","-100","-0.27","36400","36400","35700","1316","47370600","49311916500","1358455"
"210980","SK디앤디","KOSPI",,"31750","-150","-0.47","31750","32200","31700","9438","301127400","704537707000","22190164"
"068400","SK렌터카","KOSPI",,"10250","-250","-2.38","10500","10600","10250","65885","683162150","484679860000","47285840"
"395400","SK리츠","KOSPI",,"6160","-10","-0.16","6160","6170","6100","90944","558726930","954926477120","155020532"
"302440","SK바이오사이언스","KOSPI",,"225000","1500","0.67","223000","226000","221500","375440","83897866500","17212500000000","76500000"
"326030","SK바이오팜","KOSPI",,"97200","-600","-0.61","98000","98500","97000","145182","14163291100","7612047900000","78313250"
"402340","SK스퀘어","KOSPI",,"66400","1900","2.95","64800","68500","64800","2543077","170441521200","9393446714400","141467571"
"361610","SK아이이테크놀로지","KOSPI",,"168000","-500","-0.30","168000","170000","166000","168500","28334065500","11977995456000","71297592"
"03473K","SK우","KOSPI",,"220000","-2500","-1.12","222500","222500","218500","1504","331241500","124549700000","566135"
"096770","SK이노베이션","KOSPI",,"238500","-500","-0.21","239000","246000","233500","647228","155442581500","22053037014000","92465564"
"096775","SK이노베이션우","KOSPI",,"141000","1000","0.71","139000","143000","136000","5122","719786500","176028066000","1248426"
"001510","SK증권","KOSPI",,"1000","-20","-1.96","1020","1020","1000","3115246","3133605688","472590171000","472590171"
"001515","SK증권우","KOSPI",,"3950","-20","-0.50","3980","3980","3930","3219","12691675","15454430300","3912514"
"285130","SK케미칼","KOSPI",,"149000","-2500","-1.65","151500","151500","148000","79194","11784616500","2625496220000","17620780"
"28513K","SK케미칼우","KOSPI",,"88900","-900","-1.00","89000","89700","88200","10372","919211600","188061638100","2115429"
"017670","SK텔레콤","KOSPI",,"57900","-400","-0.69","58200","58300","57200","840690","48543048200","12670439037600","218833144"
"000660","SK하이닉스","KOSPI",,"131000","4000","3.15","131000","133500","130000","5172987","679015510000","95368309815000","728002365"
"048550","SM C&C","KOSDAQ","중견기업부","4485","-70","-1.54","4585","4725","4485","5266763","24232870190","428389798200","95516120"
"063440","SM Life Design","KOSDAQ","중견기업부","3000","60","2.04","3120","3235","2990","12625431","39188589585","136287462000","45429154"
"950180","SNK","KOSDAQ","외국기업(소속부없음)","36050","100","0.28","36000","36100","36000","121661","4382453700","759277890000","21061800"
"064960","SNT모티브","KOSPI",,"47050","-1350","-2.79","48400","48400","46900","65918","3119358250","688018548800","14623136"
"100840","SNT에너지","KOSPI",,"18550","-100","-0.54","18650","18650","18400","7109","131650350","139249489050","7506711"
"003570","SNT중공업","KOSPI",,"8960","80","0.90","8900","8970","8820","18098","161127940","297944165120","33252697"
"036530","SNT홀딩스","KOSPI",,"17600","100","0.57","17450","17600","17350","7668","134041850","286948393600","16303886"
"005610","SPC삼립","KOSPI",,"70800","-400","-0.56","71200","71300","70800","1888","133968700","610933837200","8629009"
"011810","STX","KOSPI",,"4100","10","0.24","4085","4125","4010","122293","499496730","117347961400","28621454"
"077970","STX엔진","KOSPI",,"9600","150","1.59","9380","9680","9380","44212","422001860","220885478400","23008904"
