종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"021045","대호특수강우","KOSDAQ","중견기업부","1460","5","0.34","1465","1465","1435","5523","7965535","6194000360","4242466"
"067080","대화제약","KOSDAQ","우량기업부","9320","0","0.00","9370","9370","9260","19941","185751740","173507178000","18616650"
"298540","더네이쳐홀딩스","KOSDAQ","우량기업부","29600","1250","4.41","28350","30050","28000","86920","2525508450","430521817600","14544656"
"192080","더블유게임즈","KOSPI",,"57900","300","0.52","57700","58700","56800","148713","8600177700","1063883665800","18374502"
"299170","더블유에스아이","KOSDAQ","중견기업부","2425","45","1.89","2400","2465","2375","72732","176153415","72817810275","30027963"
"012510","더존비즈온","KOSPI",,"73000","-800","-1.08","73800","74300","73000","52315","3840433200","2217943232000","30382784"
"302920","더콘텐츠온","KONEX","일반기업부","8500","0","0.00","0","0","0","0","0","38695051500","4552359"
"213420","덕산네오룩스","KOSDAQ","우량기업부","56300","-100","-0.18","56100","56800","55700","131085","7365036700","1397995377700","24831179"
"317330","덕산테코피아","KOSDAQ","우량기업부","30850","250","0.82","30600","31200","30300","357866","11044242650","566943653800","18377428"
"077360","덕산하이메탈","KOSDAQ","우량기업부","20550","150","0.74","20350","20600","19950","280252","5694900700","466865195550","22718501"
"004830","덕성","KOSPI",,"15100","-100","-0.66","15200","15200","14700","402740","5987674200","236768000000","15680000"
"004835","덕성우","KOSPI",,"17000","-200","-1.16","17450","17450","16550","35554","599151350","23664000000","1392000"
"090410","덕신하우징","KOSDAQ","중견기업부","2440","95","4.05","2325","2440","2310","1919689","4585227415","112445191800","46084095"
"024900","덕양산업","KOSPI",,"3305","-5","-0.15","3305","3365","3285","68607","226728485","107627258900","32564980"
"263600","덕우전자","KOSDAQ","우량기업부","9370","400","4.46","9180","9400","9110","1283961","11917852300","149267004700","15930310"
"194480","데브시스터즈","KOSDAQ","벤처기업부","105200","-900","-0.85","104700","109300","99800","656718","68450831400","1242054320000","11806600"
"348840","데이드림엔터","KONEX","일반기업부","13950","0","0.00","0","0","0","0","0","11752875000","842500"
"263800","데이타솔루션","KOSDAQ","중견기업부","6420","120","1.90","6260","6530","6250","372728","2389972060","103429923600","16110580"
"199150","데이터스트림즈","KONEX","일반기업부","14000","200","1.45","14400","14400","13800","10137","140068400","58656822000","4189773"
"206560","덱스터","KOSDAQ","기술성장기업부","29600","200","0.68","29400","30000","28850","681191","20092199800","751864745600","25400836"
"261200","덴티스","KOSDAQ","벤처기업부","8900","50","0.56","8850","8930","8740","39058","344267790","131345221000","14757890"
"145720","덴티움","KOSPI",,"69800","-200","-0.29","69800","70000","68400","35230","2441508600","772604334000","11068830"
"227420","도부마스크","KONEX","일반기업부","5850","550","10.38","5800","6090","5410","57265","338792650","50401277550","8615603"
"067990","도이치모터스","KOSDAQ","우량기업부","7610","60","0.79","7560","7620","7410","178299","1344248400","225436402660","29623706"
"002150","도화엔지니어링","KOSPI",,"7650","-30","-0.39","7680","7680","7610","15007","114796330","257958000000","33720000"
"006620","동구바이오제약","KOSDAQ","우량기업부","8220","160","1.99","8100","8330","8100","158854","1305275100","233982234240","28464992"
"100130","동국S&C","KOSDAQ","중견기업부","5350","0","0.00","5180","5380","5180","91271","486736080","305715050000","57143000"
"005160","동국산업","KOSDAQ","우량기업부","3545","0","0.00","3545","3560","3515","131424","465189865","192296688690","54244482"
"075970","동국알앤에스","KOSDAQ","중견기업부","4365","-15","-0.34","4365","4385","4280","98368","426367050","80316000000","18400000"
"001230","동국제강","KOSPI",,"15900","-250","-1.55","16050","16250","15900","307041","4915837500","1517380518300","95432737"
"086450","동국제약","KOSDAQ","우량기업부","21800","-150","-0.68","22100","22200","21600","47022","1026987550","969228000000","44460000"
"023450","동남합성","KOSPI",,"63600","-700","-1.09","64300","64300","63600","2793","179091200","229596000000","3610000"
"004140","동방","KOSPI",,"4025","25","0.63","4030","4100","3980","915521","3696030715","193086358150","47971766"
"099410","동방선기","KOSDAQ","관리종목(소속부없음)","3235","50","1.57","3180","3280","3150","72219","233032285","43805141470","13541002"
"007590","동방아그로","KOSPI",,"7270","150","2.11","7820","8460","7270","2659807","21175419620","98999784790","13617577"
"005960","동부건설","KOSPI",,"14600","-100","-0.68","14700","14850","14500","112283","1645993850","331987122400","22738844"
"005965","동부건설우","KOSPI",,"40200","1200","3.08","39000","40200","39000","4264","170845950","9074426400","225732"
"026960","동서","KOSPI",,"31000","350","1.14","30850","31050","30400","134620","4126219050","3090700000000","99700000"
"002210","동성제약","KOSPI",,"8380","-20","-0.24","8400","8410","8270","26314","219054110","218726128600","26100970"
"102260","동성케미컬","KOSPI",,"4795","-70","-1.44","4865","4865","4795","138807","669042455","238262245760","49689728"
"033500","동성화인텍","KOSDAQ","우량기업부","11500","-100","-0.86","11650","11650","11450","84610","976841800","333558236000","29005064"
"025950","동신건설","KOSDAQ","중견기업부","38150","5350","16.31","33450","40600","32900","1267658","48119725600","320460000000","8400000"
"000640","동아쏘시오홀딩스","KOSPI",,"115000","-3500","-2.95","117500","118500","114000","6516","754310500","729963190000","6347506"
"170900","동아에스티","KOSPI",,"71600","-400","-0.56","71900","72200","71300","14108","1010149700","604736822000","8446045"
"088130","동아엘텍","KOSDAQ","우량기업부","10350","50","0.49","10300","10550","10150","132746","1376011450","110361408300","10662938"
"028100","동아지질","KOSPI",,"18300","0","0.00","18300","18500","18150","48744","890698700","210450000000","11500000"
"282690","동아타이어","KOSPI",,"12300","50","0.41","12250","12350","12200","21806","267864250","168916084500","13733015"
"041930","동아화성","KOSDAQ","우량기업부","12100","0","0.00","12150","12200","11950","112776","1358306900","191180000000","15800000"
"001520","동양","KOSPI",,"1465","-10","-0.68","1475","1480","1450","854133","1250501085","349672152295","238684063"
"001527","동양2우B","KOSPI",,"15800","100","0.64","15800","16000","15500","620","9762700","4875390200","308569"
"001529","동양3우B","KOSPI",,"32400","600","1.89","31900","32400","31750","1481","47592600","2906992800","89722"
"084670","동양고속","KOSPI",,"17250","-50","-0.29","17400","17400","17000","4016","68977750","49948565250","2895569"
"082640","동양생명","KOSPI",,"6600","-110","-1.64","6710","6710","6600","179790","1192555180","1064966661000","161358585"
"060380","동양에스텍","KOSDAQ","중견기업부","3490","35","1.01","3450","3505","3375","59671","206426225","68753000000","19700000"
"001525","동양우","KOSPI",,"7930","90","1.15","7900","7950","7870","77","608940","4898606830","617731"
"079960","동양이엔피","KOSDAQ","우량기업부","18700","-200","-1.06","18900","18950","18550","53680","1001125850","146982000000","7860000"
"008970","동양철관","KOSPI",,"1285","-5","-0.39","1290","1295","1275","307579","395326345","152767597650","118885290"
"228340","동양파일","KOSDAQ","중견기업부","4230","20","0.48","4210","4255","4150","47573","199614690","84600000000","20000000"
"092780","동양피스톤","KOSPI",,"6300","120","1.94","6190","6300","6070","75402","466783390","82961298000","13168460"
"088910","동우팜투테이블","KOSDAQ","우량기업부","3080","-15","-0.48","3095","3110","3070","44656","137821410","79561833120","25831764"
"094170","동운아나텍","KOSDAQ","중견기업부","8790","430","5.14","8360","9050","8360","1593652","14057739060","154506277740","17577506"
"049770","동원F&B","KOSPI",,"194500","0","0.00","194000","196500","193500","2084","406265500","750599618000","3859124"
"013120","동원개발","KOSDAQ","우량기업부","5340","0","0.00","5400","5410","5270","97097","518928230","484915254000","90808100"
"018500","동원금속","KOSPI",,"935","5","0.54","930","940","909","94723","87769735","43715862355","46754933"
"006040","동원산업","KOSPI",,"227000","-2500","-1.09","229000","231000","226500","2165","493372000","834824507000","3677641"
"030720","동원수산","KOSPI",,"9350","90","0.97","9260","9480","9200","23657","220931840","43513076750","4653805"
"014820","동원시스템즈","KOSPI",,"51200","200","0.39","51100","51300","50100","33610","1700149000","1494446643200","29188411"
"014825","동원시스템즈우","KOSPI",,"33550","200","0.60","33300","33550","33300","617","20610500","8902760900","265358"
"163560","동일고무벨트","KOSPI",,"7530","10","0.13","7580","7580","7470","6093","45835580","104667000000","13900000"
"109860","동일금속","KOSDAQ","우량기업부","14400","-200","-1.37","14600","14700","14300","12159","175165100","131040000000","9100000"
"032960","동일기연","KOSDAQ","벤처기업부","14650","-400","-2.66","14900","15000","14650","20012","296603350","51323125250","3503285"
"004890","동일산업","KOSPI",,"149000","1500","1.02","147500","149000","146500","2426","356513000","361357035000","2425215"
"002690","동일제강","KOSPI",,"2850","0","0.00","2850","2885","2810","35756","101742850","57856026000","20300360"
"023790","동일철강","KOSDAQ","중견기업부","4385","40","0.92","4345","4500","4320","54092","238651785","64340596340","14672884"
"005290","동진쎄미켐","KOSDAQ","우량기업부","51000","6450","14.48","44800","52100","44350","12318174","603364963850","2622139194000","51414494"
"025900","동화기업","KOSDAQ","우량기업부","98800","1400","1.44","97200","99400","95000","99486","9692691300","1995876287600","20201177"
"000020","동화약품","KOSPI",,"14600","-150","-1.02","14750","14800","14500","215195","3151939150","407799462000","27931470"
"000150","두산","KOSPI",,"118000","1000","0.85","117500","120000","115500","36261","4273068000","1949812530000","16523835"
"000157","두산2우B","KOSPI",,"102500","0","0.00","104000","104000","101500","843","86115500","91536395000","893038"
"241560","두산밥캣","KOSPI",,"40750","-400","-0.97","41150","41450","40300","164154","6699785950","4085153514500","100249166"
"000155","두산우","KOSPI",,"80200","200","0.25","80100","80200","79200","847","67696900","320516252400","3996462"
"034020","두산중공업","KOSPI",,"20400","-400","-1.92","21000","21050","20300","3039827","62447774900","10626785870400","520920876"
"336260","두산퓨얼셀","KOSPI",,"48000","250","0.52","48050","48750","47650","472943","22707116200","3143698848000","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"14500","50","0.35","14500","14550","14350","10297","148951650","193780900000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"17300","50","0.29","17500","17550","17200","2055","35699250","51662990000","2986300"
"016740","두올","KOSPI",,"4315","55","1.29","4245","4365","4225","263316","1129363090","142682724200","33066680"
"073190","듀오백","KOSDAQ","중견기업부","2830","-55","-1.91","2840","2880","2770","31038","87518100","33869553200","11968040"
"176750","듀켐바이오","KONEX","일반기업부","8080","-60","-0.74","8200","8200","8000","5096","41220040","218053449040","26986813"
"030350","드래곤플라이","KOSDAQ","중견기업부","3680","-15","-0.41","3615","3850","3480","2073280","7452165170","121565171520","33034014"
"203650","드림시큐리티","KOSDAQ","벤처기업부","4285","5","0.12","4255","4295","4000","340848","1445912245","216845655890","50605754"
"223250","드림씨아이에스","KOSDAQ","중견기업부","12950","-300","-2.26","13300","13350","12850","3131","40606700","73284749300","5659054"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","5880","130","2.26","5760","6020","5700","429912","2533625320","334335900360","56859847"
"192650","드림텍","KOSPI",,"12100","850","7.56","11350","12150","11250","1720676","20417476000","790653579100","65343271"
"217620","디딤","KOSDAQ","중견기업부","1180","5","0.43","1170","1200","1165","62315","73456910","48025235360","40699352"
"187870","디바이스이엔지","KOSDAQ","우량기업부","30200","350","1.17","29850","30250","29450","25153","751434600","212505591800","7036609"
"066670","디스플레이텍","KOSDAQ","중견기업부","8900","20","0.23","8810","9040","8740","752991","6723358060","166358070200","18691918"
"024090","디씨엠","KOSPI",,"23300","750","3.33","22550","23450","22450","115345","2655362400","272610000000","11700000"
"003160","디아이","KOSPI",,"9360","80","0.86","9280","9530","9170","469967","4419800330","294809907600","31496785"
"092200","디아이씨","KOSPI",,"5570","-250","-4.30","5730","5800","5570","1273899","7246994260","216609329330","38888569"
"110990","디아이티","KOSDAQ","우량기업부","9360","-290","-3.01","9650","9660","9280","68041","639285180","176904000000","18900000"
"263690","디알젬","KOSDAQ","우량기업부","12000","-150","-1.23","12150","12150","11850","32270","385658550","135907320000","11325610"
"214680","디알텍","KOSDAQ","벤처기업부","1750","30","1.74","1710","1760","1710","924756","1608596560","99093030750","56624589"
"377190","디앤디플랫폼리츠","KOSPI",,"5400","10","0.19","5400","5400","5360","41239","221769940","347760000000","64400000"
"263720","디앤씨미디어","KOSDAQ","벤처기업부","41350","200","0.49","41550","41550","40950","15755","648888100","507575839850","12275111"
"376300","디어유","KOSDAQ","기술성장기업부","81900","-300","-0.36","82300","86000","81400","353806","29686816600","1799929895400","21977166"
"109740","디에스케이","KOSDAQ","우량기업부","7390","-30","-0.40","7440","7450","7300","17096","125682660","199714084900","27024910"
"131030","디에이치피코리아","KOSDAQ","우량기업부","6770","-30","-0.44","6800","6870","6760","12872","87395960","112143675690","16564797"
"196490","디에이테크놀로지","KOSDAQ","벤처기업부","7210","-80","-1.10","7290","7350","7170","291687","2119282120","173435929940","24054914"
"066900","디에이피","KOSDAQ","우량기업부","4180","-150","-3.46","4330","4360","4180","414795","1759315920","95072022540","22744503"
"127120","디엔에이링크","KOSDAQ","기술성장기업부","4725","275","6.18","4450","4770","4270","1026871","4709454880","77460194700","16393692"
"092070","디엔에프","KOSDAQ","우량기업부","22850","400","1.78","22450","23250","22300","268202","6072695800","264416955300","11571858"
"134580","디엠티","KOSDAQ","중견기업부","8770","370","4.40","8330","8840","8270","239935","2042145670","98662500000","11250000"
"039840","디오","KOSDAQ","우량기업부","37350","150","0.40","37450","37500","36800","29503","1097842350","589170441150","15774309"
"013570","디와이","KOSPI",,"6540","-120","-1.80","6640","6660","6500","347290","2278805970","172130399820","26319633"
"219550","디와이디","KOSDAQ","중견기업부","2535","-395","-13.48","2780","2920","2510","3496250","9350914650","40472725020","15965572"
"310870","디와이씨","KOSDAQ","벤처기업부","2700","170","6.72","2560","2800","2560","465678","1246343585","54289631700","20107271"
"210540","디와이파워","KOSPI",,"12950","50","0.39","13100","13100","12800","34664","448473950","142990118600","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","40000","450","1.14","39650","40000","38800","128061","5054910000","428545000000","10713625"
"079810","디이엔티","KOSDAQ","중견기업부","4625","0","0.00","4630","4695","4535","88488","409546015","63219189750","13669014"
"113810","디젠스","KOSDAQ","벤처기업부","909","51","5.94","858","944","844","2649884","2402499875","29658898359","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","3110","95","3.15","3015","3110","3015","36398","111526310","27990000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","4505","-285","-5.95","4790","4800","4495","219129","1000066360","39891076725","8854845"
"106520","디지탈옵틱","KOSDAQ","관리종목(소속부없음)","3130","-150","-4.57","3280","3445","3125","94142","306889615","69801400710","22300767"
"068930","디지털대성","KOSDAQ","우량기업부","9170","-30","-0.33","9200","9240","9120","49680","456707820","272777596630","29746739"
"033130","디지틀조선","KOSDAQ","중견기업부","3000","40","1.35","2935","3000","2935","155651","461617820","111345801000","37115267"
"105740","디케이락","KOSDAQ","우량기업부","10850","0","0.00","10950","10950","10750","30600","331347250","91681545200","8449912"
"263020","디케이앤디","KOSDAQ","벤처기업부","4550","-165","-3.50","4715","4730","4550","209619","971312190","70645138200","15526404"
"290550","디케이티","KOSDAQ","우량기업부","15950","600","3.91","15600","16350","15200","944672","15033801700","262579522700","16462666"
"007340","디티알오토모티브","KOSPI",,"71800","9800","15.81","61600","78500","61600","402461","29095554400","717569559000","9994005"
"187220","디티앤씨","KOSDAQ","벤처기업부","6990","210","3.10","6760","7060","6710","101959","711953470","78870204090","11283291"
"026890","디피씨","KOSPI",,"14700","300","2.08","14500","14700","14350","247862","3601366050","612669172500","41678175"
"163430","디피코","KONEX","일반기업부","6400","190","3.06","6210","6400","6210","7371","45944600","40202099200","6281578"
"131180","딜리","KOSDAQ","벤처기업부","2090","35","1.70","2050","2105","2045","152523","317205500","61341500000","29350000"
"315640","딥노이드","KOSDAQ","기술성장기업부","18300","350","1.95","18950","18950","17850","220407","4060241150","169782751800","9277746"
"317120","라닉스","KOSDAQ","기술성장기업부","11350","-250","-2.16","11500","11500","11150","238614","2693889400","109533175000","9650500"
"042510","라온시큐어","KOSDAQ","벤처기업부","3990","70","1.79","3890","4100","3890","633168","2531677670","154280316540","38666746"
"232680","라온테크","KOSDAQ","기술성장기업부","39550","600","1.54","38950","39700","38250","41966","1632036450","195207132750","4935705"
"300120","라온피플","KOSDAQ","벤처기업부","18550","500","2.77","18250","18800","18050","81146","1499617700","195779593800","10554156"
"171120","라이온켐텍","KOSDAQ","중견기업부","8310","50","0.61","8230","8310","8210","6536","54082420","157005616560","18893576"
"069540","라이트론","KOSDAQ","중견기업부","4630","270","6.19","4415","4850","4365","848712","3994476890","120666856280","26061956"
"285770","라이프사이언스테크놀로지","KONEX","일반기업부","1595","95","6.33","1600","1600","1595","2","3195","5654881100","3545380"
"347700","라이프시맨틱스","KOSDAQ","기술성장기업부","9580","-40","-0.42","9740","9740","9460","48063","459318400","96947396600","10119770"
"214260","라파스","KOSDAQ","기술성장기업부","44550","-500","-1.11","44900","45550","44550","33998","1529534700","382881232800","8594416"
"115390","락앤락","KOSPI",,"11600","300","2.65","11400","11650","11350","296912","3412951050","597984802400","51550414"
"200350","래몽래인","KOSDAQ","기술성장기업부","24000","-2000","-7.69","26000","27750","23650","3486411","89418883150","149964456000","6248519"
"171010","램테크놀러지","KOSDAQ","벤처기업부","8600","-70","-0.81","8700","8870","8600","605299","5280068940","115436372400","13422834"
"084650","랩지노믹스","KOSDAQ","우량기업부","25000","0","0.00","25500","25600","24850","279084","7009068600","286252425000","11450097"
"217500","러셀","KOSDAQ","벤처기업부","4670","220","4.94","4525","4715","4490","3359642","15647705310","148562040000","31812000"
"092590","럭스피아","KONEX","일반기업부","4380","120","2.82","4245","4790","3950","3025","12337865","31935009240","7291098"
"141080","레고켐바이오","KOSDAQ","기술성장기업부","55800","-1000","-1.76","57100","57800","55200","383988","21474693500","1352308424400","24234918"
"060300","레드로버","KOSDAQ","관리종목(소속부없음)","1830","0","0.00","0","0","0","0","0","48840480210","26688787"
"038390","레드캡투어","KOSDAQ","우량기업부","20800","0","0.00","21200","21200","20650","9333","193657450","178661184000","8589480"
"294140","레몬","KOSDAQ","기술성장기업부","5550","-70","-1.25","5610","5680","5550","47114","264072930","205350000000","37000000"
"228670","레이","KOSDAQ","우량기업부","28350","-500","-1.73","29000","29100","28150","165141","4714663000","377240238900","13306534"
"228850","레이언스","KOSDAQ","우량기업부","12250","-150","-1.21","12400","12400","12200","27853","342174650","203239921500","16591014"
"281740","레이크머티리얼즈","KOSDAQ","벤처기업부","5460","-10","-0.18","5440","5530","5390","980087","5356227640","358888792080","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","27150","2650","10.82","25250","27300","24350","1197770","31149289350","438071060100","16135214"
"179720","렌딩머신","KONEX","일반기업부","7200","0","0.00","7200","7200","7200","250","1800000","7556997600","1049583"
"215100","로보로보","KOSDAQ","벤처기업부","6010","140","2.39","6010","6130","5880","2295981","13761652140","122294208540","20348454"
"090360","로보스타","KOSDAQ","중견기업부","26550","300","1.14","28150","28800","26550","1623979","44890239900","258862500000","9750000"
"238500","로보쓰리","KONEX","일반기업부","709","0","0.00","710","710","698","9605","6801447","11399260878","16077942"
"108490","로보티즈","KOSDAQ","기술성장기업부","24700","2200","9.78","25500","27700","24100","5540763","143100695400","277899700000","11251000"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","347","80","29.96","268","347","263","21835813","7175322183","62514285721","180156443"
"067730","로지시스","KOSDAQ","중견기업부","6500","110","1.72","6390","6700","6390","53475","349697360","62880493000","9673922"
"071280","로체시스템즈","KOSDAQ","벤처기업부","6090","50","0.83","6020","6140","5970","222478","1349621500","93156312270","15296603"
"032350","롯데관광개발","KOSPI",,"17550","-150","-0.85","17500","17800","17300","277999","4878278250","1215787868100","69275662"
"089860","롯데렌탈","KOSPI",,"38100","750","2.01","38050","38550","37950","132158","5051583600","1395757800300","36634063"
"330590","롯데리츠","KOSPI",,"5550","20","0.36","5530","5560","5530","171727","951407450","1348477306200","242968884"
"000400","롯데손해보험","KOSPI",,"1620","20","1.25","1600","1625","1600","186114","300650190","502744838400","310336320"
"023530","롯데쇼핑","KOSPI",,"87200","-800","-0.91","88600","88600","86900","92600","8091357400","2466779436000","28288755"
"004000","롯데정밀화학","KOSPI",,"75000","-1500","-1.96","76500","76500","74700","126099","9474961900","1935000000000","25800000"
"286940","롯데정보통신","KOSPI",,"36150","800","2.26","35350","36250","35050","57413","2052877950","556577365650","15396331"
"280360","롯데제과","KOSPI",,"120500","-2000","-1.63","121000","122500","120000","637","77125000","773214398500","6416717"
"004990","롯데지주","KOSPI",,"29900","-350","-1.16","30250","30250","29850","120271","3610658550","3136786186300","104909237"
"00499K","롯데지주우","KOSPI",,"47400","-250","-0.52","46050","47450","46050","106","4958600","46813330200","987623"
"005300","롯데칠성","KOSPI",,"133500","-1500","-1.11","133500","135000","132500","13257","1768767000","1238731014000","9278884"
"005305","롯데칠성우","KOSPI",,"69900","-700","-0.99","70600","71200","69900","552","38915300","54194169000","775310"
"011170","롯데케미칼","KOSPI",,"217000","-5500","-2.47","222500","222500","216500","125926","27455383000","7437765923000","34275419"
"002270","롯데푸드","KOSPI",,"344500","-7500","-2.13","351500","353000","343000","776","270556500","416519447500","1209055"
"071840","롯데하이마트","KOSPI",,"25150","-100","-0.40","25500","25500","24750","46531","1161324750","593733956800","23607712"
"038060","루멘스","KOSDAQ","관리종목(소속부없음)","1210","-20","-1.63","1230","1230","1200","92311","111788395","58204713490","48103069"
"162120","루켄테크놀러지스","KONEX","일반기업부","4000","-25","-0.62","3995","4000","3995","490","1959170","40801860000","10200465"
"253610","루트락","KONEX","일반기업부","2150","5","0.23","2450","2450","2105","7197","15348325","16710967450","7772543"
"085370","루트로닉","KOSDAQ","투자주의환기종목(소속부없음)","19350","100","0.52","19400","19550","19100","455097","8784685200","507056204250","26204455"
"08537M","루트로닉3우C","KOSDAQ","투자주의환기종목(소속부없음)","25300","-1800","-6.64","27150","27150","25300","523","13270700","8088738900","319713"
"060240","룽투코리아","KOSDAQ","벤처기업부","8600","120","1.42","8480","8770","8190","875049","7492260190","218691842400","25429284"
"058470","리노공업","KOSDAQ","우량기업부","198300","1300","0.66","197000","199300","194100","33526","6604857900","3022561971000","15242370"
"039980","리노스","KOSDAQ","중견기업부","1155","-10","-0.86","1165","1230","1155","427614","504309535","50330610330","43576286"
"019570","리더스 기술투자","KOSDAQ","중견기업부","494","2","0.41","495","495","490","497279","244379801","64241588788","130043702"
"016100","리더스코스메틱","KOSDAQ","중견기업부","3470","-20","-0.57","3480","3550","3435","19545","67646840","66280102180","19100894"
"012700","리드코프","KOSDAQ","우량기업부","8810","-120","-1.34","8860","8960","8810","118610","1048946290","232990449350","26446135"
"302550","리메드","KOSDAQ","기술성장기업부","26550","-250","-0.93","26700","26900","26150","23965","634051100","162688204800","6127616"
"377450","리파인","KOSDAQ","중견기업부","14350","100","0.70","14350","14450","14050","75071","1070744600","248685500000","17330000"
"029480","릭스솔루션","KOSDAQ","중견기업부","1375","75","5.77","1310","1385","1285","1957810","2648098530","156688420625","113955215"
"277070","린드먼아시아","KOSDAQ","중견기업부","5550","60","1.09","5490","5560","5430","16427","90209080","75796350000","13657000"
"042500","링네트","KOSDAQ","우량기업부","6690","300","4.69","6410","6700","6410","580018","3843422680","102737513820","15356878"
"219420","링크제니시스","KOSDAQ","기술성장기업부","8640","80","0.93","8690","8890","8430","368487","3182026230","99096540480","11469507"
"027740","마니커","KOSPI",,"1160","0","0.00","1165","1170","1155","319286","371160770","73673024480","63511228"
"195500","마니커에프앤지","KOSDAQ","중견기업부","5100","60","1.19","5060","5100","5040","26353","133615880","80416800000","15768000"
"222810","마이더스AI","KOSDAQ","관리종목(소속부없음)","371","-6","-1.59","377","384","365","1477795","547980558","53795325738","145000878"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","20700","650","3.24","20400","21150","20150","111721","2305022600","150315120000","7261600"
"098120","마이크로컨텍솔","KOSDAQ","벤처기업부","14100","1100","8.46","12850","14300","12850","420789","5777023900","117210000600","8312766"
"147760","마이크로프랜드","KOSDAQ","벤처기업부","8920","270","3.12","8720","9000","8620","131143","1160571700","96513204720","10819866"
"377480","마인즈랩","KOSDAQ","기술성장기업부","31250","-100","-0.32","31650","31900","30800","161852","5048732650","188893218750","6044583"
"038290","마크로젠","KOSDAQ","우량기업부","29500","0","0.00","29800","29800","29100","34883","1025961300","319821300000","10841400"
"204320","만도","KOSPI",,"63400","800","1.28","63000","63700","62600","323333","20434342200","2977081408000","46957120"
"001080","만호제강","KOSPI",,"23050","50","0.22","23050","23050","22600","20487","471797050","95657500000","4150000"
"220630","맘스터치","KOSDAQ","우량기업부","5300","-100","-1.85","5370","5450","5240","295916","1563663730","539632914300","101817531"
"267980","매일유업","KOSDAQ","우량기업부","68700","200","0.29","68500","68700","68100","7800","533522800","538857930600","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","9150","0","0.00","9110","9150","9080","3265","29697130","125522481600","13718304"
"127160","매직마이크로","KOSDAQ","관리종목(소속부없음)","282","0","0.00","0","0","0","0","0","24427827282","86623501"
"093520","매커스","KOSDAQ","중견기업부","8030","30","0.38","8000","8120","7940","170736","1372602690","129789628760","16163092"
"377030","맥스트","KOSDAQ","기술성장기업부","68300","3000","4.59","65400","69200","64600","366156","24778517000","583452135300","8542491"
"088980","맥쿼리인프라","KOSPI",,"14050","100","0.72","13950","14050","13900","915104","12792870650","5688079935350","404845547"
"094800","맵스리얼티1","KOSPI",,"4675","35","0.75","4640","4675","4620","96100","446453480","434000497425","92834331"
"100590","머큐리","KOSDAQ","우량기업부","8530","30","0.35","8510","8550","8460","30178","256671750","125933508000","14763600"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","46200","-700","-1.49","47000","47000","46100","15976","743020900","273817189800","5926779"
"072870","메가스터디","KOSDAQ","중견기업부","13350","-300","-2.20","13700","13700","13200","40091","537067250","159144802650","11920959"
"215200","메가스터디교육","KOSDAQ","우량기업부","82400","-200","-0.24","81700","84000","81000","40258","3331223300","977418912000","11861880"
"133750","메가엠디","KOSDAQ","중견기업부","4500","35","0.78","4465","4530","4425","131515","588445975","105331846500","23407077"
"235980","메드팩토","KOSDAQ","기술성장기업부","58600","-1300","-2.17","60800","60800","58100","201014","11823321600","1201906041200","20510342"
"200580","메디쎄이","KONEX","일반기업부","10900","-150","-1.36","11150","11150","10900","55","605800","40614261100","3726079"
"041920","메디아나","KOSDAQ","우량기업부","6640","-30","-0.45","6760","6790","6640","348149","2333351730","106240000000","16000000"
"233250","메디안디노스틱","KONEX","일반기업부","39850","4900","14.02","34950","39850","34950","23","836050","69599379900","1746534"
"014100","메디앙스","KOSDAQ","투자주의환기종목(소속부없음)","6200","0","0.00","0","0","0","0","0","73160000000","11800000"
"236340","메디젠휴먼케어","KONEX","일반기업부","7000","240","3.55","6800","7000","6730","2155","14846580","17587661000","2512523"
"054180","메디콕스","KOSDAQ","중견기업부","992","12","1.22","981","1005","976","2843678","2820660312","92626351296","93373338"
"086900","메디톡스","KOSDAQ","우량기업부","143900","-2100","-1.44","145000","147700","142800","32626","4706483600","900005857600","6254384"
"078160","메디포스트","KOSDAQ","벤처기업부","21400","-300","-1.38","21800","21850","21300","31346","671729250","348053751600","16264194"
"065650","메디프론","KOSDAQ","중견기업부","2580","55","2.18","2875","2980","2565","4020356","11206649445","112529174220","43615959"
"138040","메리츠금융지주","KOSPI",,"44000","1100","2.56","42550","44400","42500","351362","15389792550","5896496936000","134011294"
"008560","메리츠증권","KOSPI",,"5150","-20","-0.39","5160","5210","5140","1282270","6633349180","3510912481850","681730579"
"000060","메리츠화재","KOSPI",,"33550","1150","3.55","32650","33550","32650","215261","7174734900","4046968750000","120625000"
"021880","메이슨캐피탈","KOSDAQ","중견기업부","536","1","0.19","535","538","529","175436","93636713","81034842688","151184408"
"140410","메지온","KOSDAQ","중견기업부","217100","400","0.18","216600","220000","210400","177258","38231554800","1932234722600","8900206"
